Product Page URL,Section 19A approved medicine,Section 19A approval holder,Phone,Approved until,Status,Medicines in short supply/unavailable,Indication(s)
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-sulfamethoxazole-and-trimethoprim-tablets-usp-400mg80mg-rising-health,"(Approval lapsed) Sulfamethoxazole and trimethoprim tablets, USP 400mg/80mg (Rising Health)",Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,28 February 2023,Expired,RESPRIM FORTE trimethoprim/sulfamethoxazole 160 mg/800 mg tablet blister pack - ARTG 17682,Upper and lower respiratory tract infections; renal and urinary tract infections; skin and wound infections; septicaemias and other infections caused by sensitive organisms.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-sulfamethoxazole-and-trimethoprim-tablets-usp-800mg160mg-rising-health,"(Approval lapsed) Sulfamethoxazole and trimethoprim tablets, USP 800mg/160mg (Rising Health)",Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,28 February 2023,Expired,RESPRIM FORTE trimethoprim/sulfamethoxazole 160 mg/800 mg tablet blister pack - ARTG 17682,Upper and lower respiratory tract infections; renal and urinary tract infections; skin and wound infections; septicaemias and other infections caused by sensitive organisms.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-300-iopromide-3117g500ml-equivalent-300-mg1-ml-iodine-solution-injection-chile,(Approval lapsed) ULTRAVIST 300 iopromide 311.7g/500mL (equivalent to 300 mg/1 mL of Iodine) solution for injection (Chile),Bayer Australia Ltd ABN 22 000 138 714,1800 008 757,28 February 2023,Expired,non - ionic CONTRAST MEDIA SHORTAGE,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-300-iopromide-3117g500ml-equivalent-300-mg1-ml-organically-bound-iodine-solution-injection-indonesia,(Approval lapsed) Ultravist 300 iopromide 311.7g/500ml (equivalent to 300 mg/1 ml of organically bound iodine) solution for injection (Indonesia),Bayer Australia Ltd ABN 22 000 138 714,1800 008 757,28 February 2023,Expired,ULTRAVIST 370 iopromide 38.443g/50mL injection bottle AUST R: 15681,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-300-iopromide-3117g50ml-equivalent-300-mg1-ml-organically-bound-iodine-solution-injection-indonesia,(Approval lapsed) Ultravist 300 iopromide 31.17g/50ml (equivalent to 300 mg/1 ml of organically bound iodine) solution for injection (Indonesia),Bayer Australia Ltd ABN 22 000 138 714,1800 008 757,28 February 2023,Expired,ULTRAVIST 370 iopromide 38.443g/50mL injection bottle AUST R: 15681,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-300-iopromide-3117g50ml-equivalent-300-mg1-ml-organically-bound-iodine-solution-injection-vietnam,(Approval lapsed) ULTRAVIST 300 iopromide 31.17g/50mL (equivalent to 300 mg/1 mL of organically bound iodine) solution for injection (Vietnam),Bayer Australia Ltd ABN: 22 000 138 714,1800 008 757,28 February 2023,Expired,non - ionic CONTRAST MEDIA SHORTAGE,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-300-iopromide-62340mgml-equivalent-300-mg1-ml-iodine-solution-injection-singapore,(Approval lapsed) ULTRAVIST 300 iopromide 623.40mg/mL (equivalent to 300 mg/1 mL of iodine) solution for injection (Singapore),Bayer Australia Ltd ABN 22 000 138 714,1800 008 757,28 February 2023,Expired,ULTRAVIST 300 iopromide 31.17g/50mL injection - ARTG 15757,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-370-iopromide-3845g500ml-equivalent-370-mg1-ml-iodine-solution-injection-chile,(Approval lapsed) ULTRAVIST 370 iopromide 384.5g/500mL (equivalent to 370 mg/1 mL of Iodine) solution for injection (Chile),Bayer Australia Ltd ABN 22 000 138 714,1800 008 757,28 February 2023,Expired,non - ionic CONTRAST MEDIA SHORTAGE,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-370-iopromide-3845g500ml-equivalent-370-mg1-ml-organically-bound-iodine-solution-injection-india,(Approval lapsed) Ultravist 370 iopromide 384.5g/500ml (equivalent to 370 mg/1 ml of organically bound iodine) solution for injection (India),Bayer Australia Ltd ABN 22 000 138 714,1800 008 757,28 February 2023,Expired,ULTRAVIST 370 iopromide 38.443g/50mL injection bottle AUST R: 15681,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ultravist-370-iopromide-7688g100ml-equivalent-370-mg1-ml-organically-bound-iodine-solution-injection-indonesia,(Approval lapsed) Ultravist 370 iopromide 76.88g/100ml (equivalent to 370 mg/1 ml of organically bound iodine) solution for injection (Indonesia),Bayer Australia Ltd ABN 22 000 138 714,1800 008 757,28 February 2023,Expired,ULTRAVIST 370 iopromide 38.443g/50mL injection bottle AUST R: 15681,ULTRAVIST is indicated for all angiographic and urographic examinations and for contrast enhancement in computerised tomography.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-xenetix-300-iobitridol-6581g-6581mgml-corresponding-iodine-300mgml-solution-injection-singapore,(Approval lapsed) XENETIX 300 iobitridol 65.81g (658.1mg/mL) corresponding to iodine 300mg/mL solution for injection (Singapore),Guerbet Australia Pty Ltd ABN: 15 159 798 302,02 8075 3007,28 February 2023,Expired,non - ionic CONTRAST MEDIA SHORTAGE,XENETIX 300 iobitridol 65.81g (658.1mg/mL) corresponding to iodine 300mg/mL solution for injection (Singapore) is for diagnostic use only. Contrast agent to be used in adults for: Intravenous urography intravenous digital subtraction angiography arthrography hysterosalpingography
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-xenetix-350-iobitridol-7678g-7678mgml-corresponding-iodine-350mgml-solution-injection-singapore,(Approval lapsed) XENETIX 350 iobitridol 76.78g (767.8mg/mL) corresponding to iodine 350mg/mL solution for injection (Singapore),Guerbet Australia Pty Ltd ABN: 15 159 798 302,02 8075 3007,28 February 2023,Expired,non - ionic CONTRAST MEDIA SHORTAGE,XENETIX 350 iobitridol 76.78g (767.8mg/mL) corresponding to iodine 350mg/mL solution for injection (Singapore) is for diagnostic use only. Contrast agent to be used in adults for: Intravenous urography intravenous digital subtraction angiography
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-31122022-technescan-mag3-kit-preparation-technetium-tc-99m-mertiatide-usa,(Approval lapsed 31/12/2022) TECHNESCAN MAG3 Kit for the Preparation of Technetium Tc 99m Mertiatide (USA),Landauer Radiopharmaceuticals Pty Ltd ABN: 90 606 510 776,02 8651 4009,31 January 2023,Lapsed,TECHNESCAN MAG3 Powder for injection - ARTG 10013,"Technetium Tc 99m Mertiatide is a renal imaging agent for use in the diagnosis of congenital and acquired abnormalities, renal failure, urinary tract obstruction, and calculi in adults and paediatric patients. It is a diagnostic aid in providing renal function, split function, renal angiograms, and renogram curves for whole kidney and renal cortex."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-and-clavulanate-potassium-tablets-usp-875mg125mg-aurobindo,"(Approval lapsed) Amoxicillin and clavulanate potassium tablets, USP 875mg/125mg (Aurobindo)",Link Medical Products Pty Ltd ABN 73010971516,1800 181 060,31 January 2023,Expired,"AMCLAVOX DUO FORTE 875/125, amoxicillin (as trihydrate) 875 mg and clavulanic acid (as potassium) 125 mg tablets blister pack AUST R: 288119","Amoxicillin and clavulanate potassium tablets, USP 875mg/125mg (Aurobindo) are indicated for short term treatment of bacterial infections at the following sites when caused by sensitive organisms: Urinary Tract Infections (complicated and uncomplicated) Lower Respiratory Tract Infections, including community acquired pneumonia and acute exacerbations of chronic bronchitis. Upper Respiratory Tract Infections, such as sinusitis, otitis media and recurrent tonsillitis. Skin and Skin Structure infections. Appropriate culture and susceptibility studies should be performed to identify the causative organism(s) and determine its (their) susceptibility to amoxicillin and clavulanic acid tablets. However, when there is reason to believe an infection may involve any of the β-lactamase producing organisms listed above, therapy may be instituted prior to obtaining the results from bacteriological and susceptibility studies. Once these results are known, therapy should be adjusted if appropriate. The treatment of mixed infections caused by amoxicillin susceptible organisms and β-lactamase producing organisms susceptible to amoxicillin and clavulanic acid tablets preparations should not require the addition of another antibiotic due to the amoxicillin content of these products."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-idarubicin-hydrochloride-injection-usp-10mg10ml-vial-west-ward-hikma,"(Approval lapsed) Idarubicin hydrochloride injection , USP 10mg/10mL vial (West-ward/ Hikma)",Orspec Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,31 January 2023,Expired,ZAVEDOS idarubicin hydrochloride 10mg/10mL injection vial AUST R: 67398,"Idarubicin Hydrochloride injection, USP in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-idarubicin-hydrochloride-injection-usp-5mg5ml-vial-west-ward-hikma,"(Approval lapsed) Idarubicin hydrochloride injection , USP 5mg/5mL vial (West-ward/ Hikma)",Orspec Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,31 January 2023,Expired,ZAVEDOS idarubicin hydrochloride 5mg/5mL injection vial ARTG: 67397,"Idarubicin Hydrochloride injection, USP in combination with other approved antileukemic drugs is indicated for the treatment of acute myeloid leukemia (AML) in adults."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-oxybutynin-hydrochloride-5mg-tablets-morningside,(Approval lapsed) Oxybutynin hydrochloride 5mg tablets (Morningside),Reach Pharmaceuticals Pty Ltd ABN 25 623 897 183,0478 061 879,31 January 2023,Expired,DITROPAN oxybutynin hydrochloride 5mg tablet bottle AUST R: 48965,Treatment of detrusor over-activity where conservative measures have failed.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-readi-cat-2-barium-sulfate-2-wv-oral-suspension-450ml-us,(Approval lapsed) READI-CAT 2 barium sulfate 2% w/v oral suspension 450mL (US),Bracco Pty Ltd ABN 34 054 979 127,0418 274 034,31 January 2023,Expired,READI-CAT 2 barium sulfate 20.9mg/mL oral suspension bottle (reformulation) AUST R: 129553,For use in computed tomography to opacify the gastrointestinal tract.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-fluquadri-quadrivalent-influenza-vaccine-types-and-b-subvirion-05ml-suspension-injection-2022-international-presentation,"(Approval lapsed) FluQuadri Quadrivalent Influenza Vaccine, Types A and B subvirion, 0.5mL suspension for injection 2022 (International Presentation)",Sanofi-Aventis Australia Pty Ltd ABN 31 008 558 807,1800 818 806,15 January 2023,Expired,"FluQuadri Inactivated Quadrivalent Influenza Vaccine (Split Virion), Influenza virus haemagglutinin 60mcg, 0.5mL suspension for injection 2022 - ARTG 213963",FluQuadri is indicated for active immunisation of influenza disease caused by influenza A subtype viruses and type B viruses contained in the vaccine. FluQuadri is indicated for use in adults and children 6 months and older.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-vaxigrip-tetra-quadrivalent-influenza-vaccine-split-virion-inactivated-05ml-suspension-injection-2022-international-presentation,"(Approval lapsed) Vaxigrip Tetra Quadrivalent influenza vaccine (split virion, inactivated) 0.5mL suspension for injection 2022 (International Presentation)",Sanofi-Aventis Australia Pty Ltd ABN: 31 008 558 807,1800 818 806,31 December 2022,Expired,VAXIGRIP TETRA Inactivated Quadrivalent Influenza Vaccine (Split Virion) influenza virus HA 60 mcg 0.5 mL suspension for injection,"Vaxigrip Tetra is indicated for the prevention of influenza disease caused by the two influenza A virus subtypes and the two influenza B virus types contained in the vaccine for: active immunisation of adults, including pregnant women, and children from 6 months of age and older passive protection of infant(s) from birth to less than 6 months of age following vaccination of pregnant women"
